품목일련번호,품목명,품목 영문명,업체명,업체 영문명,업허가번호,업일련번호,업종,전문일반구분,주성분,주성분수,큰제품이미지,신고허가구분,취소/취하일자,취소/취하구분,분류명,품목허가번호,보험코드,사업자번호,품목허가일자,Unnamed: 20
198901605,영일염산암브록솔정,YoungilAmbroxolHClTab.,영일제약(주),YoungilPharm,1523.0,19710014.0,의약품,일반의약품,AmbroxolHydrochloride,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NnVyG7mj88,신고,-,정상,[02220]진해거담제,113.0,649401870,3018106847,19890614.0,
198901706,엑스펙토시럽2%(카르보시스테인),ExpectoSyrup2%,(주)팜젠사이언스,PharmGenScience|Inc.,1487.0,19670002.0,의약품,일반의약품,Carbocisteine,1,-,신고,-,정상,[02220]진해거담제,355.0,670101532,1248136540,19891024.0,
198901707,엑스펙토시럽5%(카르보시스테인),ExpectoSyrup5%,(주)팜젠사이언스,PharmGenScience|Inc.,1487.0,19670002.0,의약품,일반의약품,Carbocisteine,1,-,신고,-,정상,[02220]진해거담제,354.0,670101542,1248136540,19891024.0,
198901710,이부날시럽(이부프로펜),IbunalSyrup,(주)팜젠사이언스,PharmGenScience|Inc.,1487.0,19670002.0,의약품,일반의약품,Ibuprofen/Ibuprofen,2,-,신고,-,정상,[01140]해열.진통.소염제,78.0,670101712,1248136540,19891024.0,
198901887,싸이베린정,CyverineTab.,미래바이오제약(주),MiraePharmaceuticalCo.|Ltd,1390.0,19600011.0,의약품,일반의약품,DicyclomineHydrochloride/PapaverineHydrochloride,2,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147884083011900045,신고,-,정상,[01240]진경제,84.0,-,1258139744,19890118.0,
198901915,신일이부프로펜정400밀리그람(수출명:IFENTab.),SinilIbuprofenTab.400mg,신일제약(주),SinilPharm,1321.0,19560015.0,의약품,일반의약품,Ibuprofen,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577171452900003,신고,-,정상,[01140]해열.진통.소염제,55.0,653801580,3038113742,19890407.0,
198901917,톨시렌연질캡슐,TolcilenSoftCap.,신일제약(주),SinilPharm,1321.0,19560015.0,의약품,일반의약품,SeleniumInDriedYeast/TocopherolAcetate/RetinolPalmitate/AscorbicAcid,4,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427572144400145,신고,-,정상,[03190]기타의비타민제,91.0,-,3038113742,19890715.0,
198901918,신일트리메부틴말레산염정200밀리그램(수출명:PERASTINE200mg),SinilTrimebutineMaleateTab.200mg,신일제약(주),SinilPharm,1321.0,19560015.0,의약품,일반의약품,TrimebutineMaleate,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317992996500038,신고,-,정상,[02390]기타의소화기관용약,132.0,653801100,3038113742,19890303.0,
198902058,아제인캡슐(아세틸시스테인),AzeinCap.,알파제약(주),AlphaPharm.Co.|Ltd.,1433.0,19630008.0,의약품,일반의약품,Acetylcysteine/Acetylcysteine,2,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v0i0,신고,-,정상,[02220]진해거담제,56.0,654200450,1398108124,19890408.0,
198902101,레보시톤연질캡슐(엘-시스틴),LEBOCITONSOFTCAP,영풍제약(주),YoungPoongPharmaceuticalCo.|Ltd.,1437.0,19630009.0,의약품,일반의약품,L-Cystine/L-Cystine,2,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809054104100134,신고,-,정상,[03250]단백아미노산제제,205.0,-,1398102509,19890504.0,
198902158,다이투스정(암브록솔염산염),DitusTab.,구주제약(주),GUJUPharmCo.|Ltd.,1455.0,19640018.0,의약품,일반의약품,AmbroxolHydrochloride,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Ocj3EgRvOv,신고,-,정상,[02220]진해거담제,108.0,669800720,1248136268,19891016.0,
198902325,마기스캅셀(수출용),MagisCapsules,초당약품공업(주),CHO-DANGPharm.Co.|Ltd.,1486.0,19670004.0,의약품,일반의약품,Sobrerol/S-Carboxymethylcysteine,2,-,허가,-,정상,[02220]진해거담제,166.0,-,1138115303,19890121.0,
198902460,페리덱스연고(덱사메타손),PeridexOintment,(주)녹십자,GCBiopharmaCorp.,1735.0,19910005.0,의약품,일반의약품,Dexamethasone,1,-,신고,-,정상,[02310]치과구강용약,218.0,-,3038117108,19891202.0,
198902513,호르반내복액,HorbanOralSolution,한림제약(주),HanlimPharm.Co.|Ltd,1496.0,19690009.0,의약품,일반의약품,RoyalJelly/Rulondin/BanbiTincture(1→5)/ThiamineHydrochloride/RiboflavinSodiumPhosphate/PyridoxineHydrochloride/Nicotinamide/AnhydrousCaffeine/Taurine,9,-,신고,-,정상,[03290]기타의자양강장변질제,139.0,-,1358102638,19890808.0,
198902527,다제스캡슐,DagesCap.,한림제약(주),HanlimPharm.Co.|Ltd,1496.0,19690009.0,의약품,일반의약품,Pepsin/Papain/Diastase/UrsodeoxycholicAcid/CellulaseII/Pancreatin/Pancrelipase/Pepsin/Papain/Diastase/UrsodeoxycholicAcid/CellulaseII/Pancreatin/Pancrelipase/Pepsin/Papain/Diastase/UrsodeoxycholicAcid/CellulaseII/Pancreatin/Pancrelipase,21,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317972451800051,신고,-,정상,[02360]이담제,87.0,-,1358102638,19890111.0,
198902843,헥사롱환(육미지황환),HexalonghwanPill(YukmijihwanghwanPill),(유)한풍제약,HANPOONGPHARM.Co.|Ltd.,1417.0,19620003.0,의약품,일반의약품,PreparedRehmanniaRoot/DioscoreaRhizome/CornusFruit/AlismaRhizome/Poria/MoutanRootBark,6,-,신고,-,정상,[03990]따로분류되지않는대사성의약품,20.0,-,4188101820,19890527.0,
199000005,바로코민정,VarocominTab.,신풍제약(주),SHINPOONGPHARM.CO.|LTD,1414.0,19620001.0,의약품,일반의약품,Fursultiamine/Riboflavin/PyridoxineHydrochloride/Cyanocobalamin0.1%/AscorbicAcidGranules97%/TocopherolAcetateGranules50%,6,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150497162247900072,신고,-,정상,[03160]혼합비타민제(비타민AD혼합제제를제외),290.0,-,1348103819,19900108.0,
199000035,안타나졸크림(케토코나졸)(수출용),AntanazolCream(forexport),신풍제약(주),SHINPOONGPHARM.CO.|LTD,1414.0,19620001.0,의약품,일반의약품,Ketoconazole,1,-,신고,-,정상,[02650]기생성피부질환용제,3347.0,-,1348103819,19900618.0,
199000139,시스타인캡슐(아세틸시스테인),CystaineCap.,동광제약(주),DongkwangPharm.Co.|Ltd.,1327.0,19560001.0,의약품,일반의약품,Acetylcysteine,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlTcytjZCr,신고,-,정상,[02220]진해거담제,93.0,645901880,2018644250,19901207.0,
199000207,칼멘연질캡슐(수출용),Calmensoftcap.,(주)유유제약,YuyuPharma,1300.0,19550003.0,의약품,일반의약품,Milk-thistleFruitExtract/CurcumaRootRadixExtract/AloeExtract/ChelidoniumExtract,4,-,신고,-,정상,[02360]이담제,461.0,-,1238101790,19900421.0,
199000210,감막트연질캡슐(수출용),Gammatsoftcap.,(주)유유제약,YuyuPharma,1300.0,19550003.0,의약품,일반의약품,SeleniumInDriedYeast/TocopherolAcetate/RetinolPalmitate/AscorbicAcid,4,-,신고,-,정상,[02190]기타의순환계용약,307.0,-,1238101790,19900629.0,
199000256,판토-에이내복액,Panto-AOralSolution,삼성제약(주),SAMSUNGPHARM.Co.|Ltd.,1294.0,19540005.0,의약품,일반의약품,Acetaminophen/ChlorpheniramineMaleate/DL-MethylephedrineHydrochloride/Guaifenesin/AnhydrousCaffeine,5,-,신고,-,정상,[01140]해열.진통.소염제,2253.0,-,2078100726,19900809.0,
199000361,엘칸정330밀리그램(엘-카르니틴),L-CarnTab.330mg(L-carnitine),일동제약(주),IldongPharmaceuticalCo.|Ltd.,1293.0,19540006.0,의약품,일반의약품,L-Carnitine,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427348400300011,신고,-,정상,[02190]기타의순환계용약,38.0,642901380,6828500435,19900310.0,
199000383,알파본연질캡슐(알파칼시돌)(수출명:아파본연질캡슐),ALFABONEsoftcaps.,한올바이오파마(주),HANALLBIOPHARMACO.|LTD.,1297.0,19550007.0,의약품,일반의약품,Alfacalcidol,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P3diGKSCrp,신고,-,정상,[03110]비타민A및D제,158.0,655601380,3068105479,19900704.0,
199000417,이세톤연질캅셀(수출용),EcetoneSoftCap.,위더스제약(주),WITHUSPHARMACEUTICALCO.|LTD.,1397.0,19600015.0,의약품,일반의약품,SeleniumInDriedYeast/TocopherolAcetate,2,-,신고,-,정상,[02190]기타의순환계용약,48.0,-,1258522182,19900531.0,
199000499,정우당귀수산엑스과립,DangguisoosanEx.GranuleJungWoo,정우신약(주),JungWooPharmCo.|Ltd.,1311.0,19550008.0,의약품,일반의약품,AngelicaGigasRoot/PeonyRoot/LinderaRoot/CyperusRhizome/SappanWood/Safflower/PeachKernel/CassiaeCortexInterior/Licorice,9,-,신고,-,정상,[02190]기타의순환계용약,863.0,-,1048158517,19901011.0,
199000541,알마겔에프현탁액(알마게이트)(수출명:유만겔에프현탁액),Almagel-FSuspension,(주)유한양행,YUHANCorporation,1329.0,19560004.0,의약품,일반의약품,Almagate,1,-,신고,-,정상,[02340]제산제,468.0,642101071,1188100601,19901012.0,
199000568,프로트린정(나프록센나트륨),ProtrinTab.(NaproxenSodium),코오롱제약(주),KOLONPHARMA,1472.0,19650002.0,의약품,일반의약품,NaproxenSodium,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlGSH7jtT7,신고,-,정상,[01140]해열.진통.소염제,51.0,-,3068507363,19900801.0,
199000583,청나점안액,Chungnaeyedrops,(주)바이넥스,BinexCo.|Ltd.,1358.0,19570004.0,의약품,일반의약품,AminocaproicAcid/ChlorpheniramineMaleate/NeostigmineMethylsulfate/NaphazolineHydrochloride,4,-,신고,-,정상,[01310]안과용제,119.0,-,6038107005,19900421.0,
199000622,비카린정(수출용),BicarineFTab.,(주)마더스제약,MOTHER'SPHARMACEUTICAL.,1313.0,19550012.0,의약품,일반의약품,SennaeFructusPowder/SennaLeafPowder/SennaeFructusExtract/Bisacodyl,4,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427399151600097,신고,-,정상,[02380]하제|완장제,309.0,-,3128629302,19901107.0,
199000708,씨이멕스연질캡슐,CE-MAXsoftcapsules,동화약품(주),DongwhaPharm.Co.|Ltd.,1331.0,19570006.0,의약품,일반의약품,AscorbicAcid/Tocopherol,2,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154653000721000007,신고,-,정상,[03150]비타민E및K제,119.0,-,1108100102,19900627.0,
199000712,부채표쌍화탕,BUCHAEPYOSSANGWHATANG,동화약품(주),DongwhaPharm.Co.|Ltd.,1331.0,19570006.0,의약품,일반의약품,SsanghwatangSoftExtract,1,-,신고,-,정상,[03290]기타의자양강장변질제,326.0,-,1108100102,19900828.0,
199000939,샤젠캡슐(니푸록사지드),ShazenCap.,태극제약(주),TAIGUKPHARM.Co.|Ltd.,1370.0,19580005.0,의약품,일반의약품,Nifuroxazide,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N7WiIONx65,신고,-,정상,[02390]기타의소화기관용약,5195.0,-,1248134163,19901117.0,
199000972,씨사인정(수출용),CisainTab.,명인제약(주),MYUNGINPHARM.CO.|LTD.,1504.0,19690005.0,의약품,일반의약품,DriedAluminiumHydroxideGel/MagnesiumSilicate,2,-,신고,-,정상,[02340]제산제,160.0,-,1248118673,19900417.0,
199000980,이가탄캡슐(수출명:명인이가탄캡슐|리카타스캡슐)(수출용),IgatanCap.,명인제약(주),MYUNGINPHARM.CO.|LTD.,1504.0,19690005.0,의약품,일반의약품,LysozymeChloride/TocopherolCalciumSuccinate/AscorbicAcidCoated/Carbazochrome,4,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwjLoFp4cu,신고,-,정상,[02310]치과구강용약,35.0,-,1248118673,19900417.0,
199001012,보령아스트릭스캡슐100밀리그람(아스피린),BoryungAstrixCap.100mg(Aspirine),(주)보령,BoryungCo.|Ltd.,1689.0,19880005.0,의약품,일반의약품,AspirinEntericGranules,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599017940000101,신고,-,정상,[02190]기타의순환계용약,321.0,-,2088100281,19900829.0,
199001080,뮤코스텐캡슐100밀리그램(아세틸시스테인),MucostenCap.100mg,(주)메디카코리아,MEDICAKOREACo.|Ltd.,1317.0,19560008.0,의약품,일반의약품,Acetylcysteine,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OlTcytjZYg,신고,-,정상,[02220]진해거담제,194.0,646001100,1208165228,19900711.0,
199001232,원알파정(알파칼시돌),OnealfaTab.,일성아이에스(주),ILSUNGISCO.|LTD.,1508.0,19700003.0,의약품,일반의약품,Alfacalcidol,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OohpG543DF,신고,-,정상,[03110]비타민A및D제,279.0,655401180,1068100710,19900611.0,
199001302,파마이부프로펜정(수출명1:펜스탑정수출명2:유프로정400(UPROTab400))(수출용),PharmaIbuprofenTab.(forexport)(FenstopTab.|UproTab400),(주)한국파마,KOREAPHARMACo.|Ltd.,1401.0,19600004.0,의약품,일반의약품,Ibuprofen,1,-,신고,-,정상,[01140]해열.진통.소염제,109.0,-,1248115899,19900829.0,
199001421,한신당귀수산엑스과립,-,(주)한국신약,HANKOOKSHINYAK,1404.0,19610004.0,의약품,일반의약품,AngelicaGigasRoot/PeonyRoot/LinderaRoot/CyperusRhizome/SappanWood/Safflower/PeachKernel/CassiaeCortexInterior/Licorice,9,-,신고,-,정상,[02190]기타의순환계용약,667.0,-,3148101187,19900109.0,
199001422,한신청폐탕엑스과립,-,(주)한국신약,HANKOOKSHINYAK,1404.0,19610004.0,의약품,일반의약품,ScutellariaRoot/PlatycodonRoot/Poria/MulberryRootBark/CitrusUnshiuPeel/FritillariaThunbergiiBulb/AngelicaGigasRoot/AsparagusTuber/GardeniaFruit/ApricotKernel/LiriopeTuber/SchisandraFruit/Licorice/Ginger/Jujube,15,-,신고,-,정상,[02290]기타의호흡기관용약,712.0,-,3148101187,19900109.0,
199001505,쎄레톱씨연질캡슐,SELETOP-CSoftCap.,대화제약(주),DaehwaPharmaceuticalCo.|Ltd.,1410.0,19610006.0,의약품,일반의약품,SeleniumInDriedYeast/TocopherolAcetate/AscorbicAcid/RetinolPalmitate,4,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147808513704500139,신고,-,정상,[03190]기타의비타민제,177.0,-,1338122322,19900807.0,
199001522,서흥캡슐0호,SuheungCapsule#0,(주)서흥,SuheungCo.|Ltd.,1518.0,19700012.0,의약품,일반의약품,-,-,-,신고,-,정상,[07410]캅셀류,3.0,-,1308100576,19901206.0,
199001559,말레부틴정(트리메부틴말레산염),MalebutineTab.,하이플생명과학(주),HighflyLifeScienceCo.|Ltd.,1345.0,19570023.0,의약품,일반의약품,TrimebutineMaleate,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427718028200131,신고,-,정상,[02390]기타의소화기관용약,46.0,-,1338124994,19970725.0,
199002022,복합엘씨500연질캡슐(수출명:MEGA-NAMIC)(수출용),MEGA-NAMIC,구주제약(주),GUJUPharmCo.|Ltd.,1455.0,19640018.0,의약품,일반의약품,L-Cystine/CholineTartrate,2,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150955087400300006,신고,-,정상,[03990]따로분류되지않는대사성의약품,92.0,-,1248136268,19900312.0,
199002217,신트라정(수출용),CintraTablets,초당약품공업(주),CHO-DANGPharm.Co.|Ltd.,1486.0,19670004.0,의약품,일반의약품,SodiumBicarbonate/PrecipitatedCalciumCarbonate/MagnesiumCarbonate/DriedAluminiumHydroxideGel,4,-,허가,-,정상,[02340]제산제,209.0,-,1138115303,19901011.0,
199002351,스티라제정(수출명:판레틴정|PANRETINETablets|TILASEtab.KeisineTab.)(수출용),StiraseTab.,삼익제약(주),SamikPharmaceuticalCo.|Ltd.,1493.0,19680005.0,의약품,일반의약품,Pancreatin/Simethicone,2,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pm1vy6QIgC,신고,-,정상,[02330]건위소화제,5008.0,-,1228113217,19900221.0,
199100094,한풍소함흉탕엑스과립,HanpoongSohamhyungtangExtractGranules,(유)한풍제약,HANPOONGPHARM.Co.|Ltd.,1417.0,19620003.0,의약품,일반의약품,SocheongryongtangSoftExtract(2.5→1),1,-,신고,-,정상,[02290]기타의호흡기관용약,581.0,-,4188101820,19910308.0,
199100097,한풍우황청심원,HanpoongUhwangcheongsimwonPill,(유)한풍제약,HANPOONGPHARM.Co.|Ltd.,1417.0,19620003.0,의약품,일반의약품,Moschus/Licorice/CinnamonBark/PeonyRoot/ScutellariaRoot/SaposhnikoviaRoot/AtractylodesRhizomeWhite/PlatycodonRoot/Poria/CattleGallstone/DioscoreaRhizome/Ginseng/TyphaePollen/MassaMedicataFermentata/GlycineSemenGerminatum/AsiniCoriiColla/LiriopeTuber/AmpelopsisRadix/AngelicaGigasRoot/BupleurumRoot/ApricotKernel/CnidiumRhizome/Bomeolum/GazellaeseuSaigaeCornu/Ginger,25,-,신고,-,정상,[02190]기타의순환계용약,597.0,-,4188101820,19911205.0,
199100103,당수롱과립(당귀수산),DangsurognGranules(Danggwisusan),(유)한풍제약,HANPOONGPHARM.Co.|Ltd.,1417.0,19620003.0,의약품,일반의약품,DanggwisusanSoftExtract,1,-,신고,-,정상,[02190]기타의순환계용약,133.0,-,4188101820,19910320.0,
199100156,메노바크림(아시클로버),MenovaCream,동광제약(주),DongkwangPharm.Co.|Ltd.,1327.0,19560001.0,의약품,일반의약품,Acyclovir,1,-,신고,-,정상,[02690]기타의외피용약,305.0,645901361,2018644250,19911202.0,
199100317,대한염화나트륨액,DaiHanSodiumChlorideSolution,대한약품공업(주),DAIHANPHARMCO.|LTD.,1303.0,19550006.0,의약품,일반의약품,SodiumChloride,1,-,신고,-,정상,[02690]기타의외피용약,364.0,-,1348500111,19911125.0,
199100481,레세톤연질캅셀(수출용),LecetonSoftCap.,위더스제약(주),WITHUSPHARMACEUTICALCO.|LTD.,1397.0,19600015.0,의약품,일반의약품,TocopherolAcetate/AscorbicAcid/RetinolPalmitate/SeleniumInDriedYeast,4,-,신고,-,정상,[02190]기타의순환계용약,119.0,-,1258522182,19910618.0,
199100535,성광리도아가아제,SungkwangRidoarGauze,(주)퍼슨,FirsonCo.|Ltd.,1338.0,19570002.0,의약품,일반의약품,Lidocaine/AcrinolHydrate,2,-,신고,-,정상,[02620]창상보호제,23.0,657400150,1308168218,19910123.0,
199100546,신화백천환(청상보하환),-,신화제약(주),SHINHWAPHARMACEUTICALCO.,1528.0,19710007.0,의약품,일반의약품,PreparedRehmanniaRoot/DioscoreaRhizome/CornusFruit/Poria/MoutanRootBark/AlismaRhizome/SchisandraFruit/PoncirusImmatureFruit/LiriopeTuber/AsparagusTuber/FritillariaThunbergiiBulb/PlatycodonRoot/CoptisRhizome/ApricotKernel/PinelliaTuber/TrichosanthesSeed/ScutellariaRoot/Licorice/PreparedRehmanniaRoot/DioscoreaRhizome/CornusFruit/Poria/MoutanRootBark/AlismaRhizome/SchisandraFruit/PoncirusImmatureFruit/LiriopeTuber/AsparagusTuber/FritillariaThunbergiiBulb/PlatycodonRoot/CoptisRhizome/ApricotKernel/PinelliaTuber/TrichosanthesSeed/ScutellariaRoot/Licorice,36,-,신고,-,정상,[02220]진해거담제,62.0,-,5148130977,19911209.0,
199100565,진녹천액,JinnokcheonSol.,제일헬스사이언스(주),JeilHealthScienceInc.,361.0,20163416.0,의약품,일반의약품,ThiamineHydrochloride/RiboflavinSodiumPhosphate/PyridoxineHydrochloride/Nicotinamide/Tocopherol/Taurine/AnhydrousCaffeine/CerviParvumCornu60%EthanolTincture/CattleGallstone60%EthanolTincture/EucommiaeCortex30%EthanolFluidExtract/PolygonatumRhizome30%EthanolFluidExtract,11,-,신고,-,정상,[03290]기타의자양강장변질제,36.0,-,6258500499,19910906.0,
199100581,유한메페남산캅셀250밀리그람(수출용),YuhanMefenamicAcidCapsule250mg,(주)유한양행,YUHANCorporation,1329.0,19560004.0,의약품,일반의약품,MefenamicAcid,1,-,신고,-,정상,[01140]해열.진통.소염제,742.0,-,1188100601,19910227.0,
199100626,튜란트캡슐200밀리그램(아세틸시스테인),TurantCap.200mg,코오롱제약(주),KOLONPHARMA,1472.0,19650002.0,의약품,일반의약품,Acetylcysteine,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PEPKBUckRW,신고,-,정상,[02220]진해거담제,32.0,670301780,3068507363,19911030.0,
199100632,튜란트캡슐100밀리그램(아세틸시스테인),TurantCap.100mg,코오롱제약(주),KOLONPHARMA,1472.0,19650002.0,의약품,일반의약품,Acetylcysteine,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OcFYCJIxzr,신고,-,정상,[02220]진해거담제,81.0,-,3068507363,19911030.0,
199100655,옵타젠트점안액(포비돈),OptagentOphthalmicDrops,삼일제약(주),SamilPharm.Co.|Ltd.,1314.0,19550010.0,의약품,일반의약품,Povidone,1,-,신고,-,정상,[01310]안과용제,604.0,643901281,1348500765,19910319.0,
199100705,어린이알리펜시럽(이부프로펜)(수출명:이부돌시럽),AllyfenSyrupforChildren(Ibuprofen),대우제약(주),daewoopharm,1526.0,19710009.0,의약품,일반의약품,Ibuprofen,1,-,신고,-,정상,[01140]해열.진통.소염제,251.0,649601602,6038109769,19910109.0,
199100708,크루펜정(클로닉신리시네이트)(수출용),CrufenTab.(ClonixinLysinate),대우제약(주),daewoopharm,1526.0,19710009.0,의약품,일반의약품,ClonixinLysinate,1,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154150769877500062,신고,-,정상,[01140]해열.진통.소염제,264.0,-,6038109769,19910907.0,
199100968,삼천당트리메부틴정(트리메부틴말레산염)(수출용),SamchundangTrimebutineTab.(TrimebutineMaleate)(ForExport),삼천당제약(주),Sam-chun-dangPharm,1335.0,19570010.0,의약품,일반의약품,TrimebutineMaleate/TrimebutineMaleate/TrimebutineMaleate,3,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OflX036ckq,신고,-,정상,[02390]기타의소화기관용약,23.0,-,1248104295,19911026.0,
199100976,안국겐타마이신황산염크림,AhngookGentamicinSulfateCream,안국약품(주),AhngookPharm,1362.0,19580004.0,의약품,일반의약품,GentamicinSulfate,1,-,신고,-,정상,[06180]주로그람양성|음성균에작용하는것,264.0,-,1188104188,19910211.0,
199100996,메카인정,MecainTab.,태극제약(주),TAIGUKPHARM.Co.|Ltd.,1370.0,19580005.0,의약품,일반의약품,MeclizineHydrochlorideHydrate/ScopolamineHydrobromideHydrate/AnhydrousCaffeine,3,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151689487764000171,신고,-,정상,[02350]최토제|진토제,171.0,-,1248134163,19910206.0,
199101000,아로마에스캡슐(수출용),Ahroma-SCap.,태극제약(주),TAIGUKPHARM.Co.|Ltd.,1370.0,19580005.0,의약품,일반의약품,ChlorophyllinCopperComplexSodium/LysozymeHydrochloride/AscorbicAcidCoatedTypeSC96%/DriedTocopherolAcetate50%,4,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672211034800166,신고,-,정상,[02310]치과구강용약,179.0,-,1248134163,19910913.0,
199101003,도미나크림(히드로퀴논)(수출명:폴리퀸포르테4%크림|DarkfreeCream4%|태극도미나크림),DominaCream,태극제약(주),TAIGUKPHARM.Co.|Ltd.,1370.0,19580005.0,의약품,일반의약품,Hydroquinone/Hydroquinone,2,-,신고,-,정상,[02690]기타의외피용약,7.0,-,1248134163,19910614.0,
199101004,하르델연고,HardelOintment,태극제약(주),TAIGUKPHARM.Co.|Ltd.,1370.0,19580005.0,의약품,일반의약품,CentellaTitratedExtract/HydrocortisoneAcetate/NeomycinSulfate,3,-,신고,-,정상,[02690]기타의외피용약,42.0,-,1248134163,19910520.0,
199101005,도미나크림2%(히드로퀴논)(수출용),Dominacream2%(Hydroquinone)(forexport),태극제약(주),TAIGUKPHARM.Co.|Ltd.,1370.0,19580005.0,의약품,일반의약품,Hydroquinone,1,-,신고,-,정상,[02690]기타의외피용약,103.0,-,1248134163,19910614.0,
199101134,알드린현탁액(알마게이트),AldrinSuspension10%,일양약품(주),IL-YANGPHARM.CO.|LTD.,1336.0,19570013.0,의약품,일반의약품,Almagate,1,-,신고,-,정상,[02340]제산제,91.0,641701101,2098100872,19910509.0,
199101135,스파맥정,SpamacTab.,일양약품(주),IL-YANGPHARM.CO.|LTD.,1336.0,19570013.0,의약품,일반의약품,Acetaminophen/Fursultiamine,2,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333333086500004,신고,-,정상,[01140]해열.진통.소염제,256.0,-,2098100872,19910801.0,
199101745,고려아시클로버크림(아시클로버)(수출명:바이락스크림(VIRAXCream)이노바이락스5%크림(INNOVIRAX5%Cream),Viraxcream/Innovirax5%Cream,고려제약(주),KOREANDRUG.CO.|LTD.,1554.0,19720014.0,의약품,일반의약품,Acyclovir,1,-,신고,-,정상,[02690]기타의외피용약,40.0,642800111,1268104796,19910509.0,
199101765,키린과립(황기건중탕엑스),-,(주)아이월드제약,i-WorldPharmCo.|Ltd.,2599.0,20070064.0,의약품,일반의약품,CinnamomiRamulus/RawGinger/Jujube/PeonyRoot/Licorice/AstragalusRoot/SaccharumGranorum,7,-,신고,-,정상,[03290]기타의자양강장변질제,110.0,-,1318199577,19910423.0,
199101771,아이월드갈근탕엑스과립,-,(주)아이월드제약,i-WorldPharmCo.|Ltd.,2599.0,20070064.0,의약품,일반의약품,GalgeuntangDriedExtract,1,-,신고,-,정상,[01140]해열.진통.소염제,116.0,-,1318199577,19910529.0,
199101775,휘니볼(반하사심탕엑스과립),-,(주)아이월드제약,i-WorldPharmCo.|Ltd.,2599.0,20070064.0,의약품,일반의약품,BanhasasimtangDriedExtract/Ginseng/PinelliaTuber/ScutellariaRoot/Ginger/Licorice/Jujube/CoptisRhizome/AsDriedExtract,9,-,신고,-,정상,[02390]기타의소화기관용약,120.0,-,1318199577,19910529.0,
199101779,아이월드배농산급탕엑스과립,-,(주)아이월드제약,i-WorldPharmCo.|Ltd.,2599.0,20070064.0,의약품,일반의약품,BaenongsangeubtangDriedExtract/PlatycodonRoot/Licorice/Jujube/PeonyRoot/Ginger/PoncirusImmatureFruit/AsDriedExtract,8,-,신고,-,정상,[02630]화농성질환용제,124.0,-,1318199577,19910529.0,
199101780,아이월드향사평위산엑스과립,-,(주)아이월드제약,i-WorldPharmCo.|Ltd.,2599.0,20070064.0,의약품,일반의약품,HyangsapyeongwisanDriedExtract,1,-,신고,-,정상,[02330]건위소화제,125.0,-,1318199577,19910529.0,
199101782,아이월드평위산엑스과립,-,(주)아이월드제약,i-WorldPharmCo.|Ltd.,2599.0,20070064.0,의약품,일반의약품,PyeongwisanDriedExtract,1,-,신고,-,정상,[02330]건위소화제,127.0,-,1318199577,19910529.0,
199101783,아이월드소청룡탕엑스과립,-,(주)아이월드제약,i-WorldPharmCo.|Ltd.,2599.0,20070064.0,의약품,일반의약품,SocheongryongtangDriedExtract/PinelliaTuber/EphedraHerb/PeonyRoot/Licorice/CinnamomiRamulus/AsiasarumRootandRhizome/Ginger/SchisandraFruit,9,-,신고,-,정상,[02220]진해거담제,128.0,-,1318199577,19910529.0,
